CreatedById,CreatedDate,Description,DeveloperName,FolderName,Format,Id,IsDeleted,LastModifiedById,LastModifiedDate,LastReferencedDate,LastRunDate,LastViewedDate,Name,NamespacePrefix,OwnerId,ReportTypeApiName,SystemModstamp,isActive
0050b000004KCsyAAG,2022-01-10T20:02:39.000Z,,Aged_Cases_VxRail_Blouin,VxRail,Matrix,00O6P000000uKk4UAE,False,0050b000004KCsyAAG,2022-01-10T20:02:39.000Z,,2022-05-25T14:30:01.000Z,,Aged Cases - VxRail - Blouin,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-25T14:30:01.000Z,True
0050b000004KNqBAAW,2022-02-15T20:26:45.000Z,,GSE_Open_Case_Commits_VxRail1,VxRail,Summary,00O6P0000012jFRUAY,False,0050b000004KNqBAAW,2022-03-31T17:25:18.000Z,,2022-06-17T21:50:43.000Z,,GSE Open Case Commits - VxRail,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T21:50:43.000Z,True
0051P000003gGWaQAM,2022-01-18T02:52:39.000Z,,VxRail_AMER_Chat_Volume_Set_Date_HDR,VxRail,Summary,00O6P000001B7LUUA0,False,0051P000003gGWaQAM,2022-02-18T02:52:13.000Z,,2022-06-12T04:11:43.000Z,,VxRail AMER Chat - Volume (Set Date),,00l2R000001NnDhQAK,Live_Chat_Transcript_Reporting__c,2022-06-12T04:11:43.000Z,True
0050b000004KNqBAAW,2022-02-10T15:58:44.000Z,,Active_Users_With_Federal_Access,VxRail,Summary,00O6P0000012jCmUAI,False,0050b000004KNqBAAW,2022-02-10T16:23:24.000Z,,2022-02-25T21:38:50.000Z,,Active Users With Federal Access,,00l2R000001NnDhQAK,Users_with_Contacts__c,2022-02-25T21:38:50.000Z,True
0051P000003gGWaQAM,2022-01-18T01:34:26.000Z,,VxRail_AMER_CTE_Orphaned_Chats_ogw,VxRail,Summary,00O6P000001B7LKUA0,False,0051P000003gGWaQAM,2022-01-18T02:27:13.000Z,,2022-02-08T04:21:28.000Z,,VxRail AMER CTE - Orphaned Chats,,00l2R000001NnDhQAK,Cases_with_Livechat_and_DellconnectSessions__c,2022-02-08T04:21:28.000Z,True
0050b000004KNqBAAW,2022-04-27T19:32:48.000Z,,Chat_CTE_VxRail_GSE,VxRail,Matrix,00O6P0000012jqXUAQ,False,0050b000004KNqBAAW,2022-04-27T19:32:48.000Z,,2022-05-26T19:46:55.000Z,,Chat CTE - VxRail GSE,,00l2R000001NnDhQAK,Live_Chat_Transcript_Reporting__c,2022-05-26T19:46:55.000Z,True
0051P000003gGWaQAM,2022-05-31T18:07:49.000Z,Turnovers created by Team Dolley RSEs,Team_Dolley_Turnover_Created_Today,VxRail,Tabular,00O6P000001B8LaUAK,False,0051P000003gGWaQAM,2022-05-31T18:16:12.000Z,,2022-06-01T02:02:05.000Z,,Team Dolley Turnover - Created Today,,00l2R000001NnDhQAK,CustomEntity$Turnover__c@Turnover__c.Case__c,2022-06-01T02:02:05.000Z,True
0050b000004K8oSAAS,2022-06-03T12:35:33.000Z,CTE chats for Productivity,VxRail_CTE_Chats_Kelley_Prod,VxRail,Tabular,00O6P0000016wIqUAI,False,0050b000004K8oSAAS,2022-06-03T12:35:33.000Z,,2022-06-17T11:20:27.000Z,,VxRail CTE Chats--Kelley Prod,,00l2R000001NnDhQAK,Live_Chat_Transcript_Reporting__c,2022-06-17T11:20:27.000Z,True
0051P000003gGWaQAM,2022-03-17T22:48:57.000Z,Turnovers accepted by VxRail Web RSEs for the current date. Roster updated 5/9/22.,VxRail_AMER_Turnover_Web_Accepts,VxRail,Tabular,00O6P000001B7qrUAC,False,0051P000003gGWaQAM,2022-05-27T04:32:41.000Z,,2022-06-18T04:39:38.000Z,,VxRail AMER Turnover - Web Accepts,,00l2R000001NnDhQAK,CustomEntityAuditHistory$Turnover__c,2022-06-18T04:39:38.000Z,True
0050b000004KNqBAAW,2022-01-12T21:44:43.000Z,,HES_Manager_Review_VxRail_AMER,VxRail,Summary,00O6P0000012izxUAA,False,0050b000004KCsyAAG,2022-06-09T16:42:51.000Z,,2022-06-19T01:03:31.000Z,,HES Manager Review - VxRail AMER,,00l2R000001NnDhQAK,CaseActivity@Case.MaritzCX__Survey_Response_Id__c,2022-06-19T01:03:31.000Z,True
0051P000003gGWaQAM,2022-02-08T05:10:53.000Z,,Calbert_CED_14_Day_ykP,VxRail,Summary,00O6P000001B7UMUA0,False,0051P000003gGWaQAM,2022-06-06T08:36:32.000Z,,2022-06-17T21:18:13.000Z,,Calbert CED - 14 Day,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T21:18:13.000Z,True
0051P000003gGWaQAM,2022-02-08T05:41:14.000Z,,Calbert_CED_21_Day_jq0,VxRail,Summary,00O6P000001B7URUA0,False,0051P000003gGWaQAM,2022-06-06T08:41:43.000Z,,2022-06-17T21:18:13.000Z,,Calbert CED - 21 Day,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T21:18:13.000Z,True
0051P000003gGWaQAM,2022-01-14T00:20:08.000Z,,VxRail_AMER_CTE_Disposition_Data_voI,VxRail,Tabular,00O6P000001B7KgUAK,False,0051P000003gGWaQAM,2022-02-16T03:03:22.000Z,,2022-04-22T02:33:40.000Z,,VxRail AMER CTE - Disposition Data,,00l2R000001NnDhQAK,Cases_with_Livechat_and_DellconnectSessions__c,2022-04-22T02:33:40.000Z,True
0051P000003gGWaQAM,2022-03-17T22:48:24.000Z,Turnovers accepted by VxRail Chat / Avaya RSEs for the current date. Roster updated 5/9/22.,VxRail_AMER_Turnover_Choice_Accepts,VxRail,Tabular,00O6P000001B7qmUAC,False,0051P000003gGWaQAM,2022-05-27T04:31:03.000Z,,2022-06-18T04:38:38.000Z,,VxRail AMER Turnover - Choice Accepts,,00l2R000001NnDhQAK,CustomEntityAuditHistory$Turnover__c,2022-06-18T04:38:38.000Z,True
0050b000004KCsyAAG,2021-12-03T00:33:14.000Z,,Aged_Cases_VxRail_Bishop,VxRail,Matrix,00O6P000000uKeVUAU,False,0050b000004KCsyAAG,2021-12-03T00:43:50.000Z,,2022-06-06T22:04:02.000Z,,Aged Cases - VxRail - Bishop,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-06T22:04:02.000Z,True
0051P000003gGWaQAM,2022-01-06T23:19:47.000Z,,VxRail_AMER_CTE_Chat_Volume_NJC,VxRail,Tabular,00O6P000001B7GPUA0,False,0051P000003gGWaQAM,2022-05-27T04:55:41.000Z,,2022-06-12T04:09:51.000Z,,VxRail AMER CTE - Chat Volume,,00l2R000001NnDhQAK,Live_Chat_Transcript_Reporting__c,2022-06-12T04:09:51.000Z,True
0050b000004KNqBAAW,2022-02-01T23:11:51.000Z,,VxRail_Incoming_Volume_VDimension,VxRail,Tabular,00O6P0000012j7hUAA,False,0050b000004KNqBAAW,2022-02-01T23:11:51.000Z,,2022-02-02T15:11:31.000Z,,VxRail Incoming Volume VDimension,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-02-02T15:11:31.000Z,True
0051P000003gGWaQAM,2022-01-07T08:12:09.000Z,,VxRail_AMER_RSE_Case_Volume_Zmp,VxRail,Tabular,00O6P000001B7GUUA0,False,0051P000003gGWaQAM,2022-05-18T02:18:33.000Z,,2022-05-18T02:22:56.000Z,,VxRail AMER RSE - Case Volume,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-18T02:22:56.000Z,True
0050b000004KCsyAAG,2022-01-25T20:52:03.000Z,,HES_Open_Case_Commits_VxRail_AMER_14,VxRail,Summary,00O6P000000uKpJUAU,False,0050b000004KCsyAAG,2022-05-05T16:49:48.000Z,,2022-06-19T01:03:31.000Z,,HES Open Case Commits - VxRail AMER - 14,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-19T01:03:31.000Z,True
0050b000004KNqBAAW,2022-01-11T20:51:39.000Z,,HES_Open_Case_Commits_MR_AMER,VxRail,Summary,00O6P0000012iz4UAA,False,0050b000004KODxAAO,2022-03-04T22:35:36.000Z,,2022-06-17T18:00:42.000Z,,HES Open Case Commits - MR AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T18:00:42.000Z,True
0050b000004KNqBAAW,2022-02-17T20:55:28.000Z,,HES_Open_Cases_by_Age_SRM_AMER,VxRail,Matrix,00O6P0000012jGoUAI,False,0050b000004KNqBAAW,2022-05-12T20:05:52.000Z,,2022-06-16T23:35:00.000Z,,HES Open Cases by Age - SRM AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-16T23:35:00.000Z,True
0051P000003gGWaQAM,2022-01-10T23:30:01.000Z,,VxRail_AMER_CTE_Disposition_Misses_9nU,VxRail,Summary,00O6P000001B7HmUAK,False,0051P000003gGWaQAM,2022-05-04T18:46:33.000Z,,2022-06-17T12:54:58.000Z,,VxRail AMER CTE - Disposition Misses,,00l2R000001NnDhQAK,Cases_with_Livechat_and_DellconnectSessions__c,2022-06-17T12:54:58.000Z,True
0050b000004KNqBAAW,2022-01-12T17:13:15.000Z,,HES_Open_Activities_VxRail_AMER,VxRail,Matrix,00O6P0000012iznUAA,False,0050b000004KNqBAAW,2022-01-12T17:14:34.000Z,,2022-05-23T14:20:17.000Z,,HES Open Activities - VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-23T14:20:17.000Z,True
0050b000004KNqBAAW,2022-02-03T23:17:54.000Z,,Open_Work_Order_Backlog_VxRail_AMER,VxRail,Matrix,00O6P0000012j8uUAA,False,0050b000004KNqBAAW,2022-04-29T16:29:16.000Z,,2022-06-19T01:03:36.000Z,,Open Work Order Backlog - VxRail AMER,,00l2R000001NnDhQAK,HES_Work_Orders__c,2022-06-19T01:03:36.000Z,True
0050b000004KNqBAAW,2022-01-26T22:04:24.000Z,,VxRail_Incoming_Volume,VxRail,Tabular,00O6P0000012j5vUAA,False,0050b000004KNqBAAW,2022-01-26T22:13:44.000Z,,2022-02-02T16:27:46.000Z,,VxRail Incoming Volume,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-02-02T16:27:46.000Z,True
0050b000004KNqBAAW,2022-03-02T23:04:56.000Z,,Open_Work_Order_Backlog_VxRail_EMEA,VxRail,Matrix,00O6P0000012jP7UAI,False,0050b000004KNqBAAW,2022-03-02T23:04:56.000Z,,2022-06-16T07:56:55.000Z,,Open Work Order Backlog - VxRail EMEA,,00l2R000001NnDhQAK,HES_Work_Orders__c,2022-06-16T07:56:55.000Z,True
0050b000004KNqBAAW,2022-03-02T23:01:25.000Z,,HES_Manager_Review_VxRail_EMEA,VxRail,Summary,00O6P0000012jP2UAI,False,0050b000004KNqBAAW,2022-03-02T23:04:39.000Z,,2022-06-16T07:56:55.000Z,,HES Manager Review - VxRail EMEA,,00l2R000001NnDhQAK,CaseActivity@Case.MaritzCX__Survey_Response_Id__c,2022-06-16T07:56:55.000Z,True
0050b000004KNqBAAW,2022-02-14T20:41:27.000Z,,GSE_Open_Case_Commits_VxRail,VxRail,Summary,00O6P0000012jEiUAI,False,0050b000004KNqBAAW,2022-03-31T17:24:49.000Z,,2022-06-17T21:50:42.000Z,,GSE Open Case Commits - VxRail,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T21:50:42.000Z,True
0050b000004KNqBAAW,2022-02-23T20:23:35.000Z,,HES_SLO_Late_IR_VxRail_AMER,VxRail,Matrix,00O6P0000012jLAUAY,False,0050b000004KNqBAAW,2022-03-03T16:17:26.000Z,,2022-06-17T14:26:10.000Z,,HES SLO Late IR - VxRail AMER,,00l2R000001NnDhQAK,CaseMilestone@Case.MaritzCX__Survey_Response_Id__c,2022-06-17T14:26:10.000Z,True
0050b000004KCsyAAG,2021-12-17T20:50:10.000Z,,Panoptic_Email_Only_View_AccountView,VxRail,Summary,00O6P000000uKheUAE,False,0050b000004KCsyAAG,2022-01-12T16:56:58.000Z,,2022-06-19T00:29:45.000Z,,Panoptic - Email Only View - AccountView,,00l2R000001NnDhQAK,CaseEmail@Case.MaritzCX__Survey_Response_Id__c,2022-06-19T00:29:45.000Z,True
0051P000003gGWaQAM,2022-02-05T03:25:50.000Z,"Turnovers created by AMER RSEs & Leaders for the current date. Roster updated 5/9/22.
""Created By"" Groupings: Inbound Team, Outbound Team, Leadership Team",VxRail_AMER_Turnover_Created_By,VxRail,Tabular,00O6P000001B7TOUA0,False,0051P000003gGWaQAM,2022-06-03T04:43:41.000Z,,2022-06-18T04:31:35.000Z,,VxRail AMER Turnover - Created Today,,00l2R000001NnDhQAK,CustomEntity$Turnover__c@Turnover__c.Case__c,2022-06-18T04:31:35.000Z,True
0050b000004KCsyAAG,2022-05-17T17:52:40.000Z,,OOS_Putnam,VxRail,Summary,00O6P000000uLYEUA2,False,0050b000004KCsyAAG,2022-05-17T17:55:03.000Z,,2022-05-20T17:20:25.000Z,,OOS - Putnam,,00l2R000001NnDhQAK,CaseList@Case.MaritzCX__Survey_Response_Id__c,2022-05-20T17:20:25.000Z,True
0050b000004KCsyAAG,2022-05-18T13:47:03.000Z,,Proactive_Scheduling_VxRail,VxRail,Summary,00O6P000000uLYJUA2,False,0050b000004KCsyAAG,2022-05-18T13:50:37.000Z,,2022-05-19T18:42:13.000Z,,Proactive Scheduling - VxRail,,00l2R000001NnDhQAK,CaseList@Case.MaritzCX__Survey_Response_Id__c,2022-05-19T18:42:13.000Z,True
0051P000003gGWaQAM,2022-04-27T19:53:39.000Z,,VxRail_AMER_RSE_Heat_Check,VxRail,Summary,00O6P000001B837UAC,False,0051P000003gGWaQAM,2022-05-02T09:49:07.000Z,,2022-05-04T23:08:48.000Z,,VxRail AMER - Heat Check Misses,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-04T23:08:48.000Z,True
0051P000003gGWaQAM,2022-04-28T03:33:08.000Z,,VxRail_AMER_Heat_Check,VxRail,Matrix,00O6P000001B83WUAS,False,0051P000003gGWaQAM,2022-04-29T04:25:44.000Z,,2022-06-08T02:53:37.000Z,,VxRail AMER - Heat Check,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-08T02:53:37.000Z,True
0050b000004KCsyAAG,2022-05-04T13:35:37.000Z,,Heat_Check_Reporting_VxRail_LATAM,VxRail,Matrix,00O6P000000uLSzUAM,False,0050b000004KCsyAAG,2022-05-04T13:35:37.000Z,,2022-05-04T13:42:35.000Z,,Heat Check Reporting - VxRail LATAM,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-04T13:42:35.000Z,True
0050b000004KCsyAAG,2022-05-04T13:34:03.000Z,,Heat_Check_Reporting_VxRail_EMEA,VxRail,Matrix,00O6P000000uLSuUAM,False,0050b000004KCsyAAG,2022-05-04T13:34:03.000Z,,2022-05-23T15:05:03.000Z,,Heat Check Reporting - VxRail EMEA,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-23T15:05:03.000Z,True
0050b000004KCsyAAG,2022-05-06T16:06:17.000Z,Open cases w/ installation country of Russia / Belarus,RU_BY_Cases,VxRail,Matrix,00O6P000000uLUHUA2,False,0050b000004KNqBAAW,2022-05-06T17:08:14.000Z,,2022-05-27T15:58:32.000Z,,"RU, BY Cases",,00l2R000001NnDhQAK,CaseList@Case.MaritzCX__Survey_Response_Id__c,2022-05-27T15:58:32.000Z,True
0050b000004KNqBAAW,2022-05-10T21:16:05.000Z,,HES_SLO_Late_IR_DPD,VxRail,Matrix,00O6P0000012jwfUAA,False,0050b000004KNqBAAW,2022-05-10T21:16:05.000Z,,2022-05-11T22:04:32.000Z,,HES SLO Late IR - DPD,,00l2R000001NnDhQAK,CaseMilestone@Case.MaritzCX__Survey_Response_Id__c,2022-05-11T22:04:32.000Z,True
0050b000004KCsyAAG,2022-04-20T13:04:20.000Z,,Heat_Check_Reporting_VxRail,VxRail,Matrix,00O6P000000uLNBUA2,False,0050b000004KCsyAAG,2022-04-20T13:14:44.000Z,,2022-06-19T21:03:16.000Z,,Heat Check Reporting - VxRail,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-19T21:03:16.000Z,True
0050b000004KNqBAAW,2022-05-11T14:03:36.000Z,,GSE_B2B_Collab_closed_Case_VxR,VxRail,Summary,00O6P0000012jwzUAA,False,0050b000004KNqBAAW,2022-05-11T14:03:36.000Z,,2022-06-15T13:59:22.000Z,,GSE B2B Collab closed Case - VxR,,00l2R000001NnDhQAK,B2B_Requests_with_Case__c,2022-06-15T13:59:22.000Z,True
0050b000004KCsyAAG,2022-04-19T17:42:24.000Z,,Quick_Contact_CPS_Chat_Queue,VxRail,Summary,00O6P000000uLMrUAM,False,0050b000004KCsyAAG,2022-04-19T17:45:46.000Z,,2022-04-19T17:45:45.000Z,,Quick Contact - CPS Chat Queue,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-04-19T17:45:46.000Z,True
0050b000004KCsyAAG,2022-05-25T19:09:04.000Z,Modified to view multiple leaders at once to ensure success with queue management,Agent_Timesheet_Omni_Herber,VxRail,Summary,00O6P000000uLbSUAU,False,0050b000004KCsyAAG,2022-05-25T19:09:04.000Z,,2022-06-15T19:23:19.000Z,,Agent Timesheet_Omni - Herber,,00l2R000001NnDhQAK,User_Presence_Report__c,2022-06-15T19:23:19.000Z,True
0050b000004KCsyAAG,2022-05-04T13:43:07.000Z,,Heat_Check_Reporting_VxRail_APJ,VxRail,Matrix,00O6P000000uLT4UAM,False,0050b000004KCsyAAG,2022-05-04T13:43:07.000Z,,2022-05-04T13:43:11.000Z,,Heat Check Reporting - VxRail APJ,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-04T13:43:11.000Z,True
0050b000004KCsyAAG,2022-05-19T18:43:03.000Z,,Unity_Sev_1_FQ,VxRail,Summary,00O6P000000uLYxUAM,False,0050b000004KCsyAAG,2022-05-19T18:43:03.000Z,,2022-05-19T18:43:28.000Z,,Unity - Sev 1 FQ,,00l2R000001NnDhQAK,CaseList@Case.MaritzCX__Survey_Response_Id__c,2022-05-19T18:43:28.000Z,True
0050b000004KCsyAAG,2022-04-19T20:42:20.000Z,,Quick_Contact_Becker_eSupport,VxRail,Summary,00O6P000000uLN6UAM,False,0050b000004KCsyAAG,2022-04-19T20:42:20.000Z,,2022-04-20T13:33:31.000Z,,Quick Contact - Becker eSupport,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-04-20T13:33:31.000Z,True
0050b000004KNqBAAW,2022-05-05T20:34:21.000Z,,GSE_Closed_External_TTC_VxRail_Cloud,VxRail,Matrix,00O6P0000012jtCUAQ,False,0050b000004KNqBAAW,2022-05-05T20:34:21.000Z,,2022-05-11T15:31:48.000Z,,GSE Closed External TTC - VxRail Cloud,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-11T15:31:48.000Z,True
0050b000004KCsyAAG,2022-04-19T16:48:16.000Z,,Quick_Contact_VxRail,VxRail,Summary,00O6P000000uLMcUAM,False,0050b000004KCsyAAG,2022-04-19T17:51:00.000Z,,2022-06-15T21:37:44.000Z,,Quick Contact - VxRail,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-15T21:37:44.000Z,True
0050b000004KCsyAAG,2022-04-19T17:30:37.000Z,,Quick_Contact_CPS,VxRail,Summary,00O6P000000uLMmUAM,False,0050b000004KCsyAAG,2022-04-19T17:46:26.000Z,,2022-05-17T18:39:10.000Z,,Quick Contact - CPS,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-05-17T18:39:10.000Z,True
0050b000004KNqBAAW,2021-02-19T21:00:14.000Z,,GSE_Open_Cases_by_Age_VxRail_GL,VxRail,Matrix,00O2R000003zRf8UAE,False,0050b000004KNqBAAW,2022-03-31T17:16:35.000Z,,2022-06-17T21:50:42.000Z,,GSE Open Cases by Age - VxRail GL,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T21:50:42.000Z,True
0050b000004KNqBAAW,2021-02-25T19:42:41.000Z,,GSE_Turnovers_VxRail_AMER,VxRail,Summary,00O2R000003zSOdUAM,False,0050b000004KNqBAAW,2021-02-25T19:51:23.000Z,,2022-06-02T18:30:06.000Z,,GSE Turnovers - VxRail AMER,,00l2R000001NnDhQAK,CustomEntity$Turnover__c@Turnover__c.Case__c,2022-06-02T18:30:06.000Z,True
0050b000004KNqBAAW,2021-04-23T21:35:15.000Z,Accepts and Assigned cases,VxRail_WEB_Team_Accepts,VxRail,Matrix,00O2R000003zTe7UAE,False,0050b000004KNqBAAW,2021-04-23T21:36:07.000Z,,2022-04-13T02:37:09.000Z,,VxRail WEB Team Accepts,,00l2R000001NnDhQAK,CaseAuditHistory@Case.MaritzCX__Survey_Response_Id__c,2022-04-13T02:37:09.000Z,True
0050b000004KNqBAAW,2020-12-16T23:55:23.000Z,,GSE_New_Cases_Today_VxRail_AMER,VxRail,Matrix,00O2R000003zP8LUAU,False,0050b000004KNqBAAW,2020-12-16T23:55:23.000Z,,2022-06-10T21:51:31.000Z,,GSE New Cases Today VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-10T21:51:31.000Z,True
0050b000004KNqBAAW,2021-01-22T17:54:27.000Z,,GSE_Open_B2B_VxRail_AMER,VxRail,Matrix,00O2R000003zQQ5UAM,False,0050b000004KNqBAAW,2021-01-22T17:55:32.000Z,,2022-06-02T18:30:08.000Z,,GSE Open B2B - VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-02T18:30:08.000Z,True
0050b000004KNqBAAW,2021-09-20T19:27:05.000Z,,Active_Users_With_Federal_Access_VxRail,VxRail,Summary,00O2R000003zaJjUAI,False,0050b000004KNqBAAW,2021-09-20T19:27:05.000Z,,2022-06-17T13:23:46.000Z,,Active Users With Federal Access VxRail,,00l2R000001NnDhQAK,Users_with_Contacts__c,2022-06-17T13:23:46.000Z,True
0050b000004KNqBAAW,2021-01-28T19:49:34.000Z,,GSE_NCC_Violation_VxRail_AMER,VxRail,Matrix,00O2R000003zQdHUAU,False,0050b000004KNqBAAW,2021-02-05T17:20:57.000Z,,2022-06-17T19:33:58.000Z,,GSE NCC Violation - VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T19:33:58.000Z,True
0050b000004KNqBAAW,2021-01-22T18:01:15.000Z,,GSE_B2B_Collaboration_Case_VxRail_AMER,VxRail,Summary,00O2R000003zQQAUA2,False,0050b000004KNqBAAW,2021-01-22T18:04:55.000Z,,2022-06-02T18:30:06.000Z,,GSE B2B Collaboration Case - VxRail AMER,,00l2R000001NnDhQAK,B2B_Requests_with_Case__c,2022-06-02T18:30:06.000Z,True
0050b000004KNqBAAW,2021-01-28T19:46:23.000Z,,GSE_Blank_NCC_VxRail_AMER,VxRail,Matrix,00O2R000003zQdLUAU,False,0050b000004KNqBAAW,2021-02-05T17:20:16.000Z,,2022-06-16T08:23:31.000Z,,GSE Blank NCC - VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-16T08:23:31.000Z,True
0050b000004KNqBAAW,2021-01-28T19:55:50.000Z,,GSE_NCC_Due_Today_VxRail_AMER,VxRail,Matrix,00O2R000003zQdQUAU,False,0050b000004KNqBAAW,2021-02-05T17:22:04.000Z,,2022-06-07T19:44:17.000Z,,GSE NCC Due Today - VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-07T19:44:17.000Z,True
0050b000004KNqBAAW,2021-01-28T19:57:52.000Z,,GSE_NCC_Due_Future_VxRail_AMER,VxRail,Matrix,00O2R000003zQdVUAU,False,0050b000004KNqBAAW,2021-02-05T17:22:51.000Z,,2022-06-02T18:30:06.000Z,,GSE NCC Due Future - VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-02T18:30:06.000Z,True
0050b000004KCsyAAG,2021-07-18T17:57:32.000Z,Report will display my open cases with profile information,Kenneally_Cases_with_Profile_Details_21,VxRail,Summary,00O2R000004ImuUUAS,False,0050b000004KNqBAAW,2021-07-20T19:02:40.000Z,,2022-02-25T20:50:41.000Z,,Kenneally -Cases with Profile Details<21,,00l2R000001NnDhQAK,CaseList@Case.MaritzCX__Survey_Response_Id__c,2022-02-25T20:50:41.000Z,True
0051P000003gGWaQAM,2022-03-06T03:59:10.000Z,Roster Updated 5/9,VxRail_AMER_Accepts_Today_Web_QKs,VxRail,Summary,00O6P000001B7mLUAS,False,0051P000003gGWaQAM,2022-05-12T02:50:41.000Z,,2022-06-13T05:33:25.000Z,,VxRail AMER Accepts Today - Web,,00l2R000001NnDhQAK,CaseAuditHistory@Case.MaritzCX__Survey_Response_Id__c,2022-06-13T05:33:25.000Z,True
0050b000004KNqBAAW,2021-02-19T21:07:06.000Z,,GSE_Open_Internal_by_Age_VxRail_GL,VxRail,Matrix,00O2R000003zRfSUAU,False,0050b000004KNqBAAW,2022-03-31T17:18:08.000Z,,2022-06-17T21:50:42.000Z,,GSE Open Internal by Age - VxRail GL,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-17T21:50:42.000Z,True
0050b000004KNqBAAW,2020-12-16T21:09:28.000Z,,HES_Backlog_Updated_Today_VxRail_AMER,VxRail,Summary,00O2R000003zP6yUAE,False,0050b000004KNqBAAW,2020-12-16T21:11:28.000Z,,2022-06-19T01:03:31.000Z,,HES Backlog Updated Today - VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-19T01:03:31.000Z,True
0050b000004KNqBAAW,2020-12-16T21:15:33.000Z,,HES_Accepts_Yesterday_VxRail_AMER,VxRail,Matrix,00O2R000003zP73UAE,False,0050b000004KNqBAAW,2021-05-14T18:56:55.000Z,,2022-06-19T01:03:31.000Z,,HES Net New Cases Yesterday VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-19T01:03:31.000Z,True
0050b000004KNqBAAW,2020-12-16T21:41:06.000Z,,HES_Net_New_Cases_7Days_VxRail_AMER,VxRail,Matrix,00O2R000003zP78UAE,False,0050b000004KNqBAAW,2020-12-16T21:41:06.000Z,,2022-03-13T17:58:26.000Z,,HES Net New Cases 7Days VxRail AMER,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-03-13T17:58:26.000Z,True
0050b000004KNqBAAW,2020-12-16T23:51:12.000Z,,HES_Net_New_Cases_Today_VxRail,VxRail,Matrix,00O2R000003zP8GUAU,False,0050b000004KNqBAAW,2021-10-25T21:36:05.000Z,,2022-06-19T01:03:31.000Z,,HES Net New Cases Today VxRail,,00l2R000001NnDhQAK,Case_Owner_With_User_and_Activity__c,2022-06-19T01:03:31.000Z,True
0050b000004KNqBAAW,2020-12-17T00:48:09.000Z,Current VxRail AMER Queues with no pending assignment,HES_Open_no_Owner_VxRail_AMER_Qs,VxRail,Matrix,00O2R000003zP8QUAU,False,0050b000004KNqBAAW,2020-12-17T01:00:44.000Z,,2022-06-19T01:03:31.000Z,,HES Open no Owner  - VxRail AMER Qs,,00l2R000001NnDhQAK,CaseList@Case.MaritzCX__Survey_Response_Id__c,2022-06-19T01:03:31.000Z,True
